%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1660014322664480708,40569,1660014322664480708,imu,-0.001231,-0.002049,-0.076152,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000614320990117,0.00112172311026,-0.00155278452891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029363,-0.021437,9.79214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322669469371,40570,1660014322669469371,imu,-0.00123,-0.002045,-0.076155,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000604774039109,0.00204994156634,-0.00216494131076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045994,-0.033521,9.796698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322674414870,40571,1660014322674414870,imu,-0.001223,-0.002045,-0.076157,0.997092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00393430374655,-0.000460749469234,-0.0015999433253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014926,-0.040467,9.794457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322679535606,40572,1660014322679535606,imu,-0.001222,-0.002043,-0.076157,0.997092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00182493371918,0.00111564936446,0.000285291519531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029422,-0.021557,9.806436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322684479639,40573,1660014322684479639,imu,-0.001228,-0.002039,-0.076153,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015096574431,0.00297435520466,0.000601440460237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022128,-0.038185,9.801579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322689437571,40574,1660014322689437571,imu,-0.001232,-0.002034,-0.076153,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000292429916172,-0.000133308248267,-0.000654812628763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010163,-0.038029,9.792126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322694554255,40575,1660014322694554255,imu,-0.001231,-0.002035,-0.076152,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18879020479e-07,0.00109664272891,0.00118530545491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03445,-0.007582,9.844646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322699490256,40576,1660014322699490256,imu,-0.001232,-0.002033,-0.076153,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00215656373035,-0.00164176141418,-0.00430440081444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00187,-0.054687,9.794447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322704415921,40577,1660014322704415921,imu,-0.001233,-0.002029,-0.076157,0.997092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20624349731e-06,0.00329596702593,-0.00215099613004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057783,-0.023626,9.746665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322709396272,40578,1660014322709396272,imu,-0.001232,-0.002027,-0.076157,0.997092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121063018235,0.000472338455467,0.000561664406584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031819,-0.014329,9.796948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322714469654,40579,1660014322714469654,imu,-0.001233,-0.002025,-0.076154,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00121982806751,0.000803497227741,-2.65115513378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024659,-0.019119,9.804104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322719419274,40580,1660014322719419274,imu,-0.001238,-0.002024,-0.076156,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00242647889917,0.00204882455562,0.000601702259625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043434,-0.042836,9.770424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322724364914,40581,1660014322724364914,imu,-0.001243,-0.002018,-0.076156,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000295013003465,0.00143795931743,-0.00308143115427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033896,-0.045203,9.775232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322729492633,40582,1660014322729492633,imu,-0.001241,-0.002018,-0.076157,0.997092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000281975393952,-0.0016811534954,-0.00127581822992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029125,-0.045173,9.775264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322734441136,40583,1660014322734441136,imu,-0.001243,-0.002019,-0.076158,0.997092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00243260500484,0.00111964616845,0.000290056268389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024627,-0.026322,9.80881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322739393830,40584,1660014322739393830,imu,-0.001248,-0.002016,-0.076154,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000290649680335,-0.00044381977549,-0.000657099010083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024801,-0.024255,9.846951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322744534820,40585,1660014322744534820,imu,-0.00125,-0.002016,-0.076155,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00122375505833,0.000815208387022,-0.00155030616138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022004,-0.050043,9.791949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322749467957,40586,1660014322749467957,imu,-0.001256,-0.002011,-0.076156,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00182907014951,0.000812171514123,-0.000631268137154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050667,-0.043042,9.78944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322754414505,40587,1660014322754414505,imu,-0.001257,-0.00201,-0.076152,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000286111824279,-0.00137767564506,-0.000359223666645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002952,-0.040291,9.782622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322759354836,40588,1660014322759354836,imu,-0.001257,-0.002013,-0.076152,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00062992423363,-0.0023055450353,-5.42099265669e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034127,-0.033566,9.81107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322764479552,40589,1660014322764479552,imu,-0.001258,-0.002017,-0.076152,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000891217475946,-0.00168982778178,-0.000671044190807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033969,-0.050199,9.801402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322769424004,40590,1660014322769424004,imu,-0.001261,-0.002017,-0.07615,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00121255004453,0.00109760265999,0.00210910822799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036363,-0.040543,9.787169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322774379631,40591,1660014322774379631,imu,-0.001263,-0.002015,-0.076146,0.997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000915617178889,0.000168773338668,0.00149031919499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019699,-0.042925,9.799171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660014322779480881,40592,1660014322779480881,imu,-0.001268,-0.002013,-0.076141,0.997094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00121155520686,0.00141045292841,0.00180664266862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031688,-0.038286,9.806282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
